id,name,now_cost,position,team,news_added,expected_goals_conceded_per_90,own_goals,saves_per_90,bonus,transfers_in_event,bps,creativity_rank_type,points_per_game_rank,red_cards,penalties_saved,saves,corners_and_indirect_freekicks_order,goals_scored,creativity_rank,expected_assists_per_90,cost_change_event_fall,minutes,expected_goals_conceded,cost_change_start_fall,selected_rank_type,ep_next,now_cost_rank,event_points,value_form,starts,transfers_out_event,form_rank_type,threat_rank,influence_rank,now_cost_rank_type,form_rank,ict_index_rank_type,chance_of_playing_next_round,transfers_out,threat,ict_index_rank,in_dreamteam,web_name,direct_freekicks_order,clean_sheets,selected_by_percent,assists,expected_goal_involvements,expected_goal_involvements_per_90,creativity,ep_this,points_per_game_rank_type,points_per_game,expected_assists,yellow_cards,transfers_in,value_season,expected_goals,chance_of_playing_this_round,news,cost_change_event,form,total_points,selected_rank,penalties_missed,ict_index,goals_conceded,influence_rank_type,penalties_order,goals_conceded_per_90,cost_change_start,status,threat_rank_type,clean_sheets_per_90,expected_goals_per_90,influence,starts_per_90,dreamteam_count
484,Max Lowe,44,DEF,Sheffield Utd,2023-08-25T14:00:09.439172Z,1.9,0,0.0,0,4,11,119,281,0,0,0,,0,334,0.01,0,124,2.62,1,197,0.0,497,0,0.0,2,85,202,363,304,110,517,123,0.0,6132,2.0,349,False,Lowe,,0,0.0,0,0.01,0.01,11.0,0.0,90,1.5,0.01,0,1076,0.7,0.00,0.0,Ankle injury - Unknown return date,0,0.0,3,536,0,4.2,2,117,,1.45,-1,i,131,0.0,0.0,29.4,1.45,0
485,Oliver McBurnie,54,FWD,Sheffield Utd,2023-09-16T20:00:07.914030Z,2.25,0,0.0,0,93,12,28,276,1,0,0,,0,178,0.14,0,379,9.46,1,75,-0.5,122,1,0.1,4,152,45,47,235,36,335,22,100.0,4904,134.0,130,False,McBurnie,,0,0.0,1,1.36,0.33,50.2,0.0,37,1.6,0.59,1,2741,1.5,0.78,100.0,,0,0.5,8,534,0,24.1,10,26,,2.37,-1,a,17,0.0,0.19,57.2,0.95,0
486,Iliman Ndiaye,55,FWD,Sheffield Utd,2023-08-02T07:28:59.550053Z,0.0,0,0.0,0,0,0,87,712,0,0,0,,0,712,0.0,0,0,0.00,0,90,0.0,114,0,0.0,0,13,86,711,712,33,704,87,0.0,2068,0.0,712,False,Ndiaye,,0,0.0,0,0.00,0.0,0.0,0.0,87,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Marseille,0,0.0,0,657,0,0.0,0,87,,0.0,0,u,87,0.0,0.0,0.0,0.0,0
487,Rhys Norrington-Davies,39,DEF,Sheffield Utd,2023-08-06T23:30:06.150503Z,0.0,0,0.0,0,926,0,159,454,0,0,0,,0,429,0.0,0,0,0.00,1,168,0.0,721,0,0.0,0,376,139,403,447,233,400,162,0.0,4875,0.0,451,False,Norrington-Davies,,0,0.1,0,0.00,0.0,0.0,0.0,161,0.0,0.00,0,5962,0.0,0.00,0.0,Lack of match fitness - Unknown return date,0,0.0,0,435,0,0.0,0,163,,0.0,-1,i,145,0.0,0.0,0.0,0.0,0
488,Oliver Norwood,49,MID,Sheffield Utd,2023-08-06T23:30:06.165508Z,2.44,0,0.0,0,16,91,39,272,0,0,0,1.0,0,57,0.1,0,520,14.08,1,213,0.0,223,1,0.2,6,47,115,225,143,143,251,68,100.0,3697,26.0,121,False,Norwood,1.0,0,0.0,0,0.67,0.12,121.7,0.5,127,1.6,0.57,2,2565,2.2,0.10,100.0,,0,1.0,11,571,0,25.3,16,52,1.0,2.77,-1,a,117,0.0,0.02,104.6,1.04,0
489,Ben Osborn,48,MID,Sheffield Utd,2023-08-27T23:00:07.645002Z,1.7,0,0.0,0,7,18,173,312,0,0,0,,0,345,0.05,0,192,3.63,2,256,0.0,301,0,0.0,3,33,257,343,332,199,644,165,0.0,2460,5.0,361,False,Osborn,,0,0.0,0,0.22,0.11,9.0,0.0,142,1.3,0.10,1,629,0.8,0.12,0.0,Groin Injury - Unknown return date,0,0.0,4,635,0,3.4,3,144,,1.41,-2,i,174,0.0,0.06,20.6,1.41,0
490,William Osula,44,FWD,Sheffield Utd,2023-09-13T01:00:07.758026Z,2.34,0,0.0,0,315,-6,48,309,0,0,0,,0,353,0.02,0,233,6.06,1,34,-0.2,570,0,0.0,3,2681,57,240,421,93,562,47,25.0,127131,21.0,388,False,Osula,,0,0.7,0,0.35,0.13,6.0,-0.1,40,1.3,0.06,2,40064,0.9,0.29,25.0,Knock - 25% chance of playing,0,0.0,4,202,0,2.5,3,51,,1.16,-1,d,46,0.0,0.11,1.0,1.16,0
576,Jack Robinson,45,DEF,Sheffield Utd,,2.49,0,0.0,0,51,107,59,413,0,0,0,,0,215,0.02,0,674,18.64,0,162,-0.8,352,0,0.0,7,256,126,214,72,51,355,37,,6497,29.0,144,False,Robinson,,0,0.1,1,0.62,0.09,36.5,-0.3,140,0.8,0.12,2,4648,1.3,0.50,,,0,0.2,6,421,0,22.2,22,24,,2.94,0,a,58,0.0,0.07,155.6,0.93,0
587,Anis Slimane,48,MID,Sheffield Utd,2023-08-18T23:30:05.917352Z,4.34,0,0.0,0,14,-1,176,433,0,0,0,,0,351,0.16,0,45,2.17,2,223,-0.8,321,0,0.0,0,43,167,289,411,213,366,184,100.0,4382,12.0,396,False,Slimane,,0,0.0,0,0.20,0.4,6.5,-0.3,203,0.3,0.08,2,325,0.2,0.12,100.0,,0,0.2,1,585,0,2.1,3,188,,6.0,-2,a,149,0.0,0.24,3.4,0.0,0
592,Yasser Larouci,44,DEF,Sheffield Utd,,2.84,0,0.0,0,28,25,134,412,0,0,0,,0,369,0.01,0,219,6.90,1,191,-1.0,547,0,0.0,1,87,216,209,289,134,550,110,,2782,31.0,312,False,Larouci,,0,0.1,0,0.19,0.08,2.8,-0.5,139,0.8,0.02,0,687,0.9,0.17,,,0,0.0,4,497,0,7.0,7,111,,2.88,-1,a,56,0.0,0.07,36.2,0.41,0
593,Bénie Traoré,53,FWD,Sheffield Utd,,2.69,0,0.0,0,39,4,36,274,0,0,0,,0,203,0.11,0,317,9.48,2,74,-0.8,155,0,0.0,3,162,50,215,335,42,376,43,,9968,29.0,294,False,T.Bénie,,0,0.0,0,0.67,0.19,42.0,-0.3,35,1.6,0.40,0,5998,1.5,0.27,,,0,0.2,8,527,0,9.0,9,41,,2.56,-2,a,43,0.0,0.08,20.4,0.85,0
638,Vini de Souza Costa,50,MID,Sheffield Utd,2023-08-10T15:30:07.083501Z,2.55,0,0.0,1,38,82,140,255,0,0,0,,0,260,0.01,0,607,17.23,0,250,1.2,200,3,0.4,7,44,62,194,122,126,147,92,100.0,952,36.0,191,False,Vini Souza,,0,0.0,0,0.22,0.03,24.7,1.7,116,1.8,0.06,1,967,2.8,0.16,100.0,,0,2.2,14,629,0,17.9,20,40,,2.97,0,a,105,0.0,0.02,119.0,1.04,0
653,Femi Seriki,40,DEF,Sheffield Utd,,0.0,0,0.0,0,71,0,192,520,0,0,0,,0,496,0.0,0,0,0.00,0,177,-1.0,675,0,0.0,0,120,174,473,513,204,469,195,,2497,0.0,517,False,Seriki,,0,0.1,0,0.00,0.0,0.0,-0.5,194,0.0,0.00,0,3791,0.0,0.00,,,0,0.0,0,465,0,0.0,0,196,,0.0,0,a,181,0.0,0.0,0.0,0.0,0
654,Louie Marsh,45,FWD,Sheffield Utd,2023-09-01T21:50:15.739167Z,0.0,0,0.0,0,0,0,78,656,0,0,0,,0,648,0.0,0,0,0.00,0,77,0.0,459,0,0.0,0,74,76,640,652,84,628,77,0.0,4159,0.0,657,False,Marsh,,0,0.0,0,0.00,0.0,0.0,0.0,78,0.0,0.00,0,3568,0.0,0.00,0.0,Season-long loan to Doncaster Rovers,0,0.0,0,556,0,0.0,0,76,,0.0,0,u,77,0.0,0.0,0.0,0.0,0
655,Andre Brooks,45,MID,Sheffield Utd,,0.57,0,0.0,0,57,6,191,372,0,0,0,,0,388,0.05,0,19,0.12,0,197,-1.0,463,0,0.0,0,108,246,374,414,262,630,193,,2737,2.0,417,False,Brooks,,0,0.0,0,0.01,0.05,1.0,-0.5,168,1.0,0.01,0,3705,0.4,0.00,,,0,0.0,2,539,0,0.6,1,191,,4.74,0,a,185,0.0,0.0,2.8,0.0,0
656,Antwoine Hackford,45,FWD,Sheffield Utd,,0.98,0,0.0,0,163,5,54,367,0,0,0,,0,402,0.0,0,11,0.12,0,66,-1.0,437,0,0.0,0,241,68,621,633,76,609,69,,5659,0.0,638,False,Hackford,,0,0.1,0,0.00,0.0,0.3,-0.5,46,1.0,0.00,0,7565,0.4,0.00,,,0,0.0,2,447,0,0.0,1,68,,8.18,0,a,69,0.0,0.0,0.0,0.0,0
663,Gustavo Hamer,50,MID,Sheffield Utd,2023-09-28T17:00:09.719767Z,2.36,0,0.0,2,1233,107,26,80,0,0,0,2.0,2,33,0.11,0,558,14.66,0,85,3.0,188,2,0.8,7,1708,26,98,104,117,54,37,100.0,19179,81.0,58,False,Hamer,,1,0.3,0,1.37,0.22,164.5,3.5,35,3.7,0.70,1,44373,5.2,0.67,100.0,,0,4.0,26,267,0,37.8,14,35,,2.26,0,a,58,0.16,0.11,132.4,1.13,1
666,Tom Davies,50,MID,Sheffield Utd,2023-10-06T11:00:10.190930Z,3.96,0,0.0,0,9,-2,168,424,0,0,0,,0,320,0.06,0,57,2.51,0,291,0.0,185,0,0.1,0,38,154,322,390,114,332,176,0.0,290,8.0,380,False,T.Davies,,0,0.0,0,0.13,0.2,13.0,0.0,201,0.7,0.04,1,219,0.4,0.09,75.0,Knock - Unknown return date,0,0.5,2,697,0,2.8,5,178,,7.89,0,i,164,0.0,0.14,6.4,0.0,0
693,Luke Thomas,40,DEF,Sheffield Utd,,2.47,0,0.0,0,347,48,69,426,0,0,0,,0,233,0.02,0,357,9.80,0,181,-0.5,651,2,0.1,4,187,101,153,222,188,302,77,,2041,49.0,235,False,Thomas,,0,0.1,0,0.56,0.14,30.3,0.0,145,0.6,0.07,0,5458,0.8,0.49,,,0,0.5,3,475,0,14.7,13,88,,3.28,0,a,28,0.0,0.12,67.0,1.01,0
450,Brennan Johnson,58,MID,Spurs,2023-09-24T22:30:07.995996Z,1.41,0,0.0,0,122,13,126,257,0,0,0,,0,230,0.02,0,310,4.86,2,91,0.4,82,0,0.1,4,1095,137,103,325,51,294,119,50.0,58452,76.0,261,False,Johnson,,0,0.3,0,1.04,0.3,31.3,0.0,118,1.8,0.08,0,21765,1.6,0.96,0.0,Hamstring injury - 50% chance of playing,0,0.8,9,289,0,12.9,7,140,,2.03,-2,d,60,0.0,0.28,23.2,1.16,0
491,Brandon Austin,40,GKP,Spurs,,0.0,0,0.0,0,130,0,38,490,0,0,0,,0,467,0.0,0,0,0.00,0,48,0.0,638,0,0.0,0,413,53,441,483,53,438,54,,8571,0.0,488,False,Austin,,0,0.2,0,0.00,0.0,0.0,0.5,54,0.0,0.00,0,4151,0.0,0.00,,,0,0.0,0,318,0,0.0,0,54,,0.0,0,a,33,0.0,0.0,0.0,0.0,0
492,Rodrigo Bentancur,54,MID,Spurs,2023-07-05T16:30:03.838788Z,0.0,0,0.0,0,42,0,305,709,0,0,0,,0,708,0.0,0,0,0.00,1,278,0.0,126,0,0.0,0,29,301,705,708,79,700,305,50.0,797,0.0,708,False,Bentancur,,0,0.0,0,0.00,0.0,0.0,0.0,305,0.0,0.00,0,394,0.0,0.00,0.0,Knee injury - 50% chance of playing,0,0.0,0,679,0,0.0,0,305,,0.0,-1,d,304,0.0,0.0,0.0,0.0,0
493,Yves Bissouma,50,MID,Spurs,2023-10-07T14:00:09.953812Z,1.57,0,0.0,0,217,96,51,328,1,0,0,,0,69,0.14,0,660,11.48,0,69,0.0,197,-2,0.0,8,8250,172,80,68,123,372,39,0.0,56501,95.0,63,False,Bissouma,,2,0.5,0,1.58,0.22,108.2,0.7,154,1.2,1.00,4,69395,2.0,0.58,,Suspended until 27 Oct,0,0.2,10,222,0,36.2,8,26,,1.09,0,s,48,0.27,0.08,159.4,1.09,0
494,Bryan Gil Salvatierra,49,MID,Spurs,2023-08-04T11:00:04.405468Z,0.0,0,0.0,0,75,0,283,683,0,0,0,,0,680,0.0,0,0,0.00,1,285,0.0,272,0,0.0,0,35,274,675,681,177,667,284,100.0,515,0.0,683,False,Bryan,,0,0.0,0,0.00,0.0,0.0,0.4,283,0.0,0.00,0,277,0.0,0.00,75.0,,0,0.0,0,690,0,0.0,0,283,,0.0,-1,a,281,0.0,0.0,0.0,0.0,0
495,Ben Davies,43,DEF,Spurs,,1.05,0,0.0,0,502,20,130,249,0,0,0,,0,356,0.04,0,43,0.50,2,90,0.5,578,1,0.1,0,1065,104,301,348,145,305,132,,43747,10.0,373,False,Davies,,0,0.5,1,0.58,1.21,5.1,1.0,82,1.8,0.02,0,11536,1.6,0.56,,,0,0.5,7,235,0,3.0,0,132,,0.0,-2,a,97,0.0,1.17,15.8,0.0,0
496,Eric Dier,42,DEF,Spurs,,0.0,0,0.0,0,651,0,205,539,0,0,0,,0,517,0.0,0,0,0.00,3,85,0.0,595,0,0.0,0,1469,187,494,532,157,488,208,,68286,0.0,536,False,Dier,,0,0.5,0,0.00,0.0,0.0,0.5,207,0.0,0.00,0,12749,0.0,0.00,,,0,0.0,0,221,0,0.0,0,209,,0.0,-3,a,194,0.0,0.0,0.0,0.0,0
497,Emerson Leite de Souza Junior,45,DEF,Spurs,,2.06,0,0.0,1,732,37,100,181,0,0,0,,1,298,0.11,0,111,2.54,0,67,0.5,399,1,0.1,1,3182,112,297,231,84,315,102,,143442,11.0,297,False,E.Royal,,0,1.0,0,0.19,0.15,15.2,1.0,63,2.4,0.14,0,132290,2.7,0.05,,,0,0.5,12,168,0,8.7,3,92,,2.43,0,a,96,0.0,0.04,59.4,0.81,0
498,Fraser Forster,39,GKP,Spurs,2023-08-11T16:00:08.821890Z,0.0,0,0.0,0,956,0,8,438,0,0,0,,0,412,0.0,1,0,0.00,1,17,0.0,697,0,0.0,0,3991,24,385,431,74,383,26,100.0,155965,0.0,435,False,Forster,,0,2.3,0,0.00,0.0,0.0,0.5,26,0.0,0.00,0,9544,0.0,0.00,100.0,,-1,0.0,0,113,0,0.0,0,26,,0.0,-1,a,3,0.0,0.0,0.0,0.0,0
499,Pierre-Emile Højbjerg,52,MID,Spurs,,1.5,0,0.0,0,622,25,163,425,0,0,0,,0,311,0.21,1,125,2.08,3,88,0.8,158,0,0.2,0,906,132,339,301,100,289,158,,38801,6.0,340,False,Højbjerg,,0,0.3,0,0.37,0.27,13.8,1.3,202,0.7,0.29,2,7283,1.0,0.09,,,-1,0.8,5,278,0,5.0,1,128,,0.72,-3,a,172,0.0,0.06,30.4,0.0,0
500,Harry Kane,125,FWD,Spurs,2023-08-12T09:23:00.234032Z,0.0,0,0.0,0,0,0,94,725,0,0,0,,0,725,0.0,0,0,0.00,0,36,0.0,3,0,0.0,0,471,94,725,725,2,721,94,0.0,317663,0.0,725,False,Kane,,0,0.7,0,0.00,0.0,0.0,0.0,94,0.0,0.00,0,565,0.0,0.00,0.0,Transferred to Bayern Munich,0,0.0,0,204,0,0.0,0,94,,0.0,0,u,94,0.0,0.0,0.0,0.0,0
501,Dejan Kulusevski,70,MID,Spurs,,1.32,0,0.0,3,6626,126,6,71,0,0,0,2.0,2,9,0.2,0,712,10.45,0,32,4.2,32,3,0.6,8,9992,24,10,57,19,51,5,,136860,281.0,7,False,Kulusevski,,3,2.3,0,2.50,0.32,283.7,4.7,30,3.9,1.60,1,210975,4.4,0.91,,,0,4.2,31,112,0,73.4,7,22,,0.88,0,a,8,0.38,0.12,167.6,1.01,0
502,Hugo Lloris,48,GKP,Spurs,,0.0,0,0.0,0,990,0,78,663,0,0,0,,0,655,0.0,0,0,0.00,2,29,0.0,286,0,0.0,0,1701,83,649,658,9,638,84,,48247,0.0,663,False,Lloris,,0,0.6,0,0.00,0.0,0.0,0.5,84,0.0,0.00,0,18360,0.0,0.00,,,0,0.0,0,206,0,0.0,0,84,,0.0,-2,a,76,0.0,0.0,0.0,0.0,0
503,Giovani Lo Celso,48,MID,Spurs,2023-09-01T13:00:09.098062Z,0.68,0,0.0,0,62,8,162,382,0,0,0,,0,310,0.11,0,16,0.12,2,179,0.0,309,0,0.0,0,62,259,352,413,205,646,183,100.0,10890,4.0,395,False,Lo Celso,,0,0.0,0,0.02,0.11,13.8,0.4,176,1.0,0.02,0,1572,0.2,0.00,75.0,,0,0.0,1,514,0,2.1,0,190,,0.0,-2,a,177,0.0,0.0,3.2,0.0,0
504,James Maddison,81,MID,Spurs,2023-09-25T12:30:08.800627Z,1.39,0,0.0,5,139587,185,1,15,0,0,0,1.0,2,2,0.39,-1,668,10.31,-6,3,4.5,10,6,0.6,8,21747,23,16,7,8,47,2,100.0,1095430,249.0,2,False,Maddison,2.0,3,38.1,5,5.03,0.67,370.4,5.0,7,5.9,2.93,2,3578347,5.8,2.10,100.0,,1,4.5,47,5,0,88.8,7,2,2.0,0.94,6,a,10,0.4,0.28,269.2,1.08,0
505,Tanguy Ndombélé Alvaro,44,MID,Spurs,2023-09-07T15:49:59.768785Z,0.0,0,0.0,0,0,0,212,575,0,0,0,,0,556,0.0,0,0,0.00,1,93,0.0,530,0,0.0,0,785,193,542,567,284,538,215,0.0,43376,0.0,571,False,Ndombele,,0,0.3,0,0.00,0.0,0.0,0.0,216,0.0,0.00,0,12864,0.0,0.00,0.0,On loan to Galatasaray with an option to buy for €15m,0,0.0,0,296,0,0.0,0,211,,0.0,-1,u,209,0.0,0.0,0.0,0.0,0
506,Pedro Porro,51,DEF,Spurs,,1.23,0,0.0,3,84025,172,8,40,0,0,0,3.0,0,37,0.11,0,627,8.56,-1,12,4.0,165,6,0.8,7,12440,20,162,78,18,55,12,,283512,46.0,65,False,Pedro Porro,1.0,3,11.0,2,1.57,0.22,157.9,4.5,9,4.6,0.79,1,1122023,6.3,0.78,,,0,4.0,32,36,0,35.8,6,26,,0.86,1,a,31,0.43,0.11,153.8,1.0,0
507,Ivan Perišić,48,DEF,Spurs,2023-09-20T12:30:08.524991Z,1.32,0,0.0,0,84,34,28,324,0,0,0,,0,126,0.73,0,98,1.44,2,63,0.0,288,0,0.2,0,4846,96,222,277,33,280,82,0.0,263027,27.0,244,False,Perišić,,0,1.1,1,0.92,0.84,71.2,0.0,110,1.2,0.80,2,57740,1.2,0.12,0.0,Knee injury - Expected back 01 Jun,0,0.8,6,160,0,14.0,1,107,,0.92,-2,i,63,0.0,0.11,41.6,0.0,0
509,Richarlison de Andrade,67,MID,Spurs,2023-08-30T21:30:08.194107Z,1.46,0,0.0,0,3360,31,85,169,0,0,0,,1,132,0.13,0,392,6.38,3,35,3.8,40,1,0.6,5,10519,32,20,146,23,67,32,100.0,399827,228.0,49,False,Richarlison,,1,2.0,2,3.07,0.71,69.0,4.3,72,2.6,0.56,2,203108,3.1,2.51,100.0,,0,3.8,21,122,0,39.8,4,54,2.0,0.92,-3,a,11,0.23,0.58,101.8,1.15,0
510,Joe Rodon,40,DEF,Spurs,2023-08-11T10:47:30.310788Z,0.0,0,0.0,0,0,0,176,489,0,0,0,,0,466,0.0,0,0,0.00,0,169,0.0,637,0,0.0,0,179,156,440,482,180,437,179,0.0,12020,0.0,487,False,Rodon,,0,0.1,0,0.00,0.0,0.0,0.0,177,0.0,0.00,0,0,0.0,0.00,0.0,Season long loan to Leeds United,0,0.0,0,436,0,0.0,0,179,,0.0,0,u,162,0.0,0.0,0.0,0.0,0
511,Cristian Romero,48,DEF,Spurs,2023-08-13T21:30:07.025180Z,1.24,1,0.0,3,66198,174,51,43,0,0,0,,2,198,0.04,0,643,8.83,-3,6,2.2,312,8,0.5,8,12408,46,122,20,36,139,14,100.0,397766,65.0,71,False,Romero,,3,16.7,0,1.07,0.15,43.9,2.7,11,4.5,0.29,2,1764272,7.5,0.78,100.0,,0,2.2,36,23,0,33.8,6,3,,0.84,3,a,19,0.42,0.11,228.4,1.12,0
512,Davinson Sánchez,44,DEF,Spurs,2023-09-07T15:50:57.233998Z,2.39,0,0.0,0,0,9,131,563,0,0,0,,0,357,0.04,0,76,2.02,1,160,0.0,504,0,0.0,0,247,204,347,343,114,522,138,0.0,13349,4.0,385,False,Sánchez,,0,0.1,0,0.15,0.18,5.0,0.0,216,0.0,0.03,1,2363,0.0,0.12,0.0,Permanent transfer to Galatasaray,0,0.0,0,419,0,2.6,2,128,,2.37,-1,u,121,0.0,0.14,17.0,0.0,0
513,Pape Matar Sarr,46,MID,Spurs,,1.29,0,0.0,2,10953,117,32,135,0,0,0,,1,46,0.11,0,556,7.99,-1,29,2.0,340,3,0.4,7,11124,70,29,88,221,165,23,,223066,177.0,35,False,Sarr,,2,3.4,1,2.39,0.39,139.0,2.5,60,3.0,0.68,2,430638,5.2,1.71,,,0,2.0,24,94,0,46.3,5,32,,0.81,1,a,17,0.32,0.28,145.0,1.13,0
514,Ryan Sessegnon,44,DEF,Spurs,2023-07-12T00:30:03.648310Z,0.0,0,0.0,0,15,0,215,564,0,0,0,,0,544,0.0,0,0,0.00,1,228,0.0,506,0,0.0,0,19,205,528,555,115,523,216,0.0,736,0.0,559,False,Sessegnon,,0,0.0,0,0.00,0.0,0.0,0.0,217,0.0,0.00,0,350,0.0,0.00,0.0,Hamstring injury - Unknown return date,0,0.0,0,683,0,0.0,0,217,,0.0,-1,i,209,0.0,0.0,0.0,0.0,0
515,Oliver Skipp,47,MID,Spurs,,1.62,0,0.0,0,164,19,172,374,0,0,0,,0,340,0.02,0,116,2.09,3,130,0.5,330,1,0.1,1,311,145,333,389,218,319,186,,17947,6.0,399,False,Skipp,,0,0.1,0,0.02,0.02,10.1,1.0,169,1.0,0.02,1,4171,1.1,0.00,,,0,0.5,5,408,0,2.0,3,177,,2.33,-3,a,168,0.0,0.0,6.6,0.78,0
516,Son Heung-min,95,MID,Spurs,2023-09-29T13:30:09.441382Z,1.38,0,0.0,5,111616,178,21,6,0,0,0,,6,28,0.26,-1,625,9.58,-5,5,6.5,5,3,0.7,8,43325,4,8,13,3,9,6,100.0,609022,285.0,8,True,Son,3.0,3,34.3,0,4.98,0.72,175.8,7.0,4,6.8,1.82,0,3340447,5.7,3.16,100.0,,1,6.5,54,9,0,70.5,7,5,1.0,1.01,5,a,6,0.43,0.46,245.6,1.15,2
517,Djed Spence,40,DEF,Spurs,2023-08-31T08:53:56.855071Z,0.0,0,0.0,0,0,0,178,495,0,0,0,,0,472,0.0,0,0,0.00,0,105,0.0,644,0,0.0,0,870,158,446,488,183,443,181,0.0,38246,0.0,493,False,Spence,,0,0.3,0,0.00,0.0,0.0,0.0,179,0.0,0.00,0,6594,0.0,0.00,0.0,Season-long loan to Leeds United,0,0.0,0,279,0,0.0,0,181,,0.0,0,u,164,0.0,0.0,0.0,0.0,0
518,Japhet Tanganga,40,DEF,Spurs,2023-09-01T15:33:02.832710Z,0.0,0,0.0,0,0,0,173,485,0,0,0,,0,462,0.0,0,0,0.00,0,93,0.0,632,0,0.0,0,1251,153,436,478,176,433,176,0.0,53957,0.0,483,False,Tanganga,,0,0.5,0,0.00,0.0,0.0,0.0,174,0.0,0.00,0,11423,0.0,0.00,0.0,Season-long loan to Augsburg,0,0.0,0,240,0,0.0,0,176,,0.0,0,u,159,0.0,0.0,0.0,0.0,0
519,Destiny Udogie,49,DEF,Spurs,,1.38,0,0.0,4,55131,143,17,64,0,0,0,,0,83,0.1,0,673,10.35,-4,5,2.2,279,6,0.4,8,17574,47,104,65,32,144,15,,400683,75.0,72,False,Udogie,,3,20.8,2,0.92,0.12,98.9,2.7,21,4.0,0.77,3,2178138,6.5,0.15,,,0,2.2,32,18,0,33.7,8,22,,1.07,4,a,12,0.4,0.02,162.8,1.07,1
520,Guglielmo Vicario,51,GKP,Spurs,,1.36,0,3.62,4,36540,177,84,45,0,0,29,,0,701,0.0,0,720,10.85,-1,12,3.8,162,7,0.7,8,8226,7,696,18,4,62,7,,229615,0.0,137,False,Vicario,,3,6.6,0,0.00,0.0,0.0,4.3,4,4.5,0.00,1,707203,7.1,0.00,,,0,3.8,36,62,0,23.0,8,7,,1.0,1,a,83,0.38,0.0,230.6,1.0,1
521,Alfie Whiteman,39,GKP,Spurs,2023-08-11T16:00:08.892883Z,0.0,0,0.0,0,947,0,14,447,0,0,0,,0,422,0.0,0,0,0.00,1,52,0.0,710,0,0.0,0,486,29,395,440,80,393,31,0.0,11822,0.0,444,False,Whiteman,,0,0.2,0,0.00,0.0,0.0,0.0,31,0.0,0.00,0,3212,0.0,0.00,0.0,Ankle injury - Unknown return date,0,0.0,0,338,0,0.0,0,31,,0.0,-1,i,9,0.0,0.0,0.0,0.0,0
583,Manor Solomon,53,MID,Spurs,2023-10-06T15:30:09.250334Z,0.82,0,0.0,2,25,53,30,153,0,0,0,,0,44,0.34,0,196,1.79,2,116,0.0,150,0,0.2,2,2269,134,131,206,97,291,56,0.0,22205,61.0,99,False,Solomon,,0,0.1,2,1.16,0.53,144.3,0.0,64,2.8,0.75,1,18679,2.6,0.41,0.0,Knee injury - Expected back 09 Dec,0,0.8,14,366,0,28.0,2,84,,0.92,-2,i,77,0.0,0.19,73.4,0.92,1
639,Micky van de Ven,45,DEF,Spurs,,1.36,0,0.0,4,67026,182,117,51,0,0,0,,1,332,0.01,0,720,10.84,0,45,4.8,442,15,1.1,8,3614,15,217,64,93,35,50,,67086,28.0,164,False,Van de Ven,,3,2.2,0,0.36,0.04,11.3,5.3,15,4.2,0.09,1,230729,7.6,0.27,,,0,4.8,34,118,0,20.4,8,21,,1.0,0,a,60,0.38,0.03,163.4,1.0,1
640,Dane Scarlett,45,FWD,Spurs,2023-09-01T07:25:42.681391Z,0.0,0,0.0,0,0,0,71,639,0,0,0,,0,630,0.0,0,0,0.00,0,54,0.0,438,0,0.0,0,382,69,622,634,77,610,70,0.0,26525,0.0,639,False,Scarlett,,0,0.2,0,0.00,0.0,0.0,0.0,71,0.0,0.00,0,7772,0.0,0.00,0.0,Season-long loan to  Ipswich Town,0,0.0,0,344,0,0.0,0,69,,0.0,0,u,70,0.0,0.0,0.0,0.0,0
641,Alejo Véliz,54,FWD,Spurs,,1.35,0,0.0,0,239,1,53,430,0,0,0,,0,396,0.0,0,2,0.03,1,69,0.2,137,1,0.0,0,234,51,706,709,38,378,85,,7243,0.0,709,False,Veliz,,0,0.1,0,0.00,0.0,0.6,0.7,56,0.5,0.00,1,4623,0.2,0.00,,,0,0.2,1,481,0,0.0,0,85,,0.0,-1,a,85,0.0,0.0,0.0,0.0,0
702,Ashley Phillips,40,DEF,Spurs,,0.0,0,0.0,0,471,0,200,534,0,0,0,,0,510,0.0,0,0,0.00,0,172,0.0,692,0,0.0,0,377,182,487,527,215,483,203,,2641,0.0,531,False,Phillips,,0,0.1,0,0.00,0.0,0.0,0.5,202,0.0,0.00,0,6259,0.0,0.00,,,0,0.0,0,449,0,0.0,0,204,,0.0,0,a,189,0.0,0.0,0.0,0.0,0
722,Jamie Donley,45,FWD,Spurs,,0.0,0,0.0,0,381,0,74,649,0,0,0,,0,640,0.0,0,0,0.00,0,87,0.0,450,0,0.0,0,147,72,632,644,80,620,73,,295,0.0,649,False,Donley,,0,0.0,0,0.00,0.0,0.0,0.5,74,0.0,0.00,0,1089,0.0,0.00,,,0,0.0,0,638,0,0.0,0,72,,0.0,0,a,73,0.0,0.0,0.0,0.0,0
