id,name,now_cost,position,team,news_added,expected_goals_conceded_per_90,own_goals,saves_per_90,bonus,transfers_in_event,bps,creativity_rank_type,points_per_game_rank,red_cards,penalties_saved,saves,corners_and_indirect_freekicks_order,goals_scored,creativity_rank,expected_assists_per_90,cost_change_event_fall,minutes,expected_goals_conceded,cost_change_start_fall,selected_rank_type,ep_next,now_cost_rank,event_points,value_form,starts,transfers_out_event,form_rank_type,threat_rank,influence_rank,now_cost_rank_type,form_rank,ict_index_rank_type,chance_of_playing_next_round,transfers_out,threat,ict_index_rank,in_dreamteam,web_name,direct_freekicks_order,clean_sheets,selected_by_percent,assists,expected_goal_involvements,expected_goal_involvements_per_90,creativity,ep_this,points_per_game_rank_type,points_per_game,expected_assists,yellow_cards,transfers_in,value_season,expected_goals,chance_of_playing_this_round,news,cost_change_event,form,total_points,selected_rank,penalties_missed,ict_index,goals_conceded,influence_rank_type,penalties_order,goals_conceded_per_90,cost_change_start,status,threat_rank_type,clean_sheets_per_90,expected_goals_per_90,influence,starts_per_90,dreamteam_count
692,Steven Benda,40,GKP,Fulham,,0.0,0,0.0,0,67,0,45,503,0,0,0,,0,480,0.0,0,0,0.00,0,78,0.0,655,0,0.0,0,47,60,455,496,60,451,61,,435,0.0,501,False,Benda,,0,0.0,0,0.00,0.0,0.0,0.5,61,0.0,0.00,0,1118,0.0,0.00,,,0,0.0,0,636,0,0.0,0,61,,0.0,0,a,40,0.0,0.0,0.0,0.0,0
707,Fodé Ballo-Touré,45,DEF,Fulham,,0.0,0,0.0,0,79,0,230,613,0,0,0,,0,601,0.0,0,0,0.00,0,212,0.0,390,0,0.0,0,135,223,591,605,77,579,230,,805,0.0,609,False,Ballo-Touré,,0,0.0,0,0.00,0.0,0.0,0.5,230,0.0,0.00,0,1488,0.0,0.00,,,0,0.0,0,608,0,0.0,0,231,,0.0,0,a,227,0.0,0.0,0.0,0.0,0
289,Adrián San Miguel del Castillo,40,GKP,Liverpool,,0.0,0,0.0,0,177,0,25,464,0,0,0,,0,440,0.0,0,0,0.00,0,40,0.5,608,0,0.0,0,363,40,414,457,40,411,42,,9801,0.0,462,False,Adrián,,0,0.3,0,0.00,0.0,0.0,0.5,42,0.0,0.00,0,5207,0.0,0.00,,,0,0.0,0,276,0,0.0,0,42,,0.0,0,a,20,0.0,0.0,0.0,0.0,0
290,Trent Alexander-Arnold,79,DEF,Liverpool,2023-09-04T05:00:07.856635Z,1.45,0,0.0,3,11823,97,7,143,0,0,0,3.0,0,36,0.13,0,421,6.77,1,17,1.0,14,1,0.1,5,14010,114,178,172,1,338,20,100.0,1185832,42.0,89,False,Alexander-Arnold,1.0,1,8.0,1,0.79,0.17,162.5,1.0,48,3.0,0.60,2,236513,2.3,0.19,100.0,,0,0.5,18,50,0,29.5,6,68,,1.28,-1,a,40,0.21,0.04,89.6,1.07,1
291,Alisson Ramses Becker,55,GKP,Liverpool,,1.42,0,3.88,3,21081,163,6,100,0,0,31,,0,410,0.0,0,720,11.37,0,7,3.0,95,1,0.5,8,15015,14,707,19,3,121,8,,317234,0.0,138,False,A.Becker,,1,11.0,0,0.00,0.0,0.1,3.0,10,3.5,0.00,1,383441,5.1,0.00,,,0,2.5,28,37,0,22.9,9,8,,1.12,0,a,84,0.12,0.0,229.4,1.0,1
292,Stefan Bajcetic,48,MID,Liverpool,2023-09-29T10:30:08.978098Z,0.0,0,0.0,0,8,0,271,669,0,0,0,,0,665,0.0,0,0,0.00,2,203,0.0,324,0,0.0,0,103,260,658,667,215,650,272,0.0,4187,0.0,669,False,Bajcetic,,0,0.0,0,0.00,0.0,0.0,0.0,271,0.0,0.00,0,945,0.0,0.00,0.0,Calf injury - Unknown return date,0,0.0,0,549,0,0.0,0,271,,0.0,-2,i,268,0.0,0.0,0.0,0.0,0
293,Darwin Núñez Ribeiro,74,FWD,Liverpool,,1.49,0,0.0,3,41395,109,32,39,0,0,0,,3,186,0.22,0,309,5.11,1,5,3.5,23,5,0.4,3,32731,11,30,93,9,100,14,,1254462,173.0,64,False,Darwin,,1,12.5,3,3.61,1.06,46.3,3.5,8,4.7,0.74,1,1097518,4.5,2.87,,,0,3.0,33,31,0,36.2,3,12,3.0,0.87,-1,a,12,0.29,0.84,141.6,0.87,1
294,Diogo Teixeira da Silva,77,MID,Liverpool,2023-09-30T23:00:08.714780Z,1.41,0,0.0,2,2003,66,102,113,1,0,0,,2,163,0.12,0,284,4.46,3,49,1.7,16,0,0.2,3,6237,110,34,183,9,242,51,100.0,370157,164.0,86,False,Diogo J.,,0,1.3,2,1.74,0.55,56.4,0.0,50,3.3,0.38,1,186462,3.0,1.36,0.0,,0,1.2,23,151,0,30.4,4,71,,1.27,-3,a,19,0.0,0.43,84.0,0.95,1
295,Harvey Elliott,48,MID,Liverpool,,1.47,0,0.0,0,550,30,115,314,0,0,0,,0,205,0.12,0,164,2.68,2,106,1.5,318,1,0.2,1,609,114,248,355,210,250,137,,16387,19.0,306,False,Elliott,,0,0.2,1,0.33,0.19,41.6,1.5,144,1.3,0.21,1,8517,1.7,0.12,,,0,1.0,8,340,0,7.6,1,154,,0.55,-2,a,130,0.0,0.07,14.4,0.55,0
296,Fabio Henrique Tavares,50,MID,Liverpool,2023-08-01T09:50:49.848998Z,0.0,0,0.0,0,0,0,290,692,0,0,0,,0,689,0.0,0,0,0.00,0,276,0.0,175,0,0.0,0,9,283,684,692,106,678,291,0.0,1056,0.0,692,False,Fabinho,,0,0.0,0,0.00,0.0,0.0,0.0,290,0.0,0.00,0,0,0.0,0.00,0.0,Permanent Transfer to Al-Ittihad,0,0.0,0,675,0,0.0,0,291,,0.0,0,u,288,0.0,0.0,0.0,0.0,0
297,Cody Gakpo,72,FWD,Liverpool,2023-10-01T02:00:08.267715Z,1.15,0,0.0,3,577,68,30,150,0,0,0,,2,182,0.05,0,318,4.05,3,22,2.0,27,0,0.5,5,16951,8,50,166,11,76,19,50.0,516747,131.0,112,False,Gakpo,,0,2.5,0,2.15,0.61,47.2,0.0,21,2.9,0.16,0,115951,2.8,1.99,0.0,Knee injury - 50% chance of playing,0,3.5,20,108,0,26.7,5,18,,1.42,-3,d,19,0.0,0.56,90.6,1.42,0
298,Joe Gomez,45,DEF,Liverpool,,1.39,0,0.0,0,1626,75,35,223,0,0,0,,0,149,0.02,0,423,6.51,0,88,2.0,368,0,0.3,4,2028,67,249,192,62,207,70,,26588,18.0,215,False,Gomez,,1,0.5,0,0.17,0.03,60.8,2.0,75,2.0,0.11,1,35097,3.1,0.06,,,0,1.5,14,231,0,15.9,3,77,,0.64,0,a,73,0.21,0.01,79.6,0.85,0
299,Jordan Henderson,50,MID,Liverpool,2023-07-28T08:28:45.116062Z,0.0,0,0.0,0,0,0,287,688,0,0,0,,0,684,0.0,0,0,0.00,0,280,0.0,168,0,0.0,0,9,280,679,687,103,673,288,0.0,761,0.0,687,False,Henderson,,0,0.0,0,0.00,0.0,0.0,0.0,288,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Al-Ettifaq,0,0.0,0,682,0,0.0,0,288,,0.0,0,u,285,0.0,0.0,0.0,0.0,0
300,Curtis Jones,49,MID,Liverpool,2023-09-30T23:00:08.738337Z,2.16,0,0.0,0,22,29,152,391,1,0,0,,0,286,0.03,0,278,6.68,1,166,0.0,255,0,0.0,4,252,171,247,296,167,370,143,0.0,10824,20.0,317,False,Jones,,1,0.1,0,0.19,0.07,17.6,0.0,182,1.0,0.08,1,2609,1.0,0.11,0.0,Suspended until 05 Nov,0,0.2,5,484,0,6.7,4,125,,1.29,-1,s,129,0.32,0.04,34.0,1.29,0
301,Caoimhin Kelleher,39,GKP,Liverpool,,0.0,0,0.0,0,510,0,15,448,0,0,0,,0,423,0.0,1,0,0.00,1,43,0.5,711,0,0.0,0,251,30,396,441,81,394,32,,8539,0.0,445,False,Kelleher,,0,0.3,0,0.00,0.0,0.0,0.5,32,0.0,0.00,0,3213,0.0,0.00,,,-1,0.0,0,300,0,0.0,0,32,,0.0,-1,a,10,0.0,0.0,0.0,0.0,0
302,Ibrahima Konaté,49,DEF,Liverpool,2023-08-25T09:30:07.183386Z,1.83,0,0.0,0,3763,44,110,302,0,0,0,,0,323,0.0,0,221,4.49,1,59,1.3,252,1,0.2,2,3032,97,338,244,29,285,109,100.0,176311,6.0,311,False,Konaté,,0,1.2,0,0.06,0.02,12.5,1.3,101,1.4,0.01,0,110372,1.4,0.05,100.0,,0,0.8,7,153,0,7.3,4,99,,1.63,-1,a,115,0.0,0.02,54.6,0.81,0
303,Luis Díaz,75,MID,Liverpool,,1.42,0,0.0,1,19704,67,53,121,0,0,0,,2,72,0.17,0,544,8.56,0,14,2.3,21,2,0.2,7,35127,89,37,164,13,197,40,,943383,158.0,66,False,Luis Díaz,,1,9.5,0,3.40,0.57,106.7,2.3,53,3.2,1.00,0,1161252,3.5,2.40,,,0,1.8,26,42,0,35.5,7,63,,1.16,0,a,22,0.17,0.4,90.8,1.16,0
304,Alexis Mac Allister,59,MID,Liverpool,2023-08-19T18:00:06.968162Z,1.72,0,0.0,1,4825,81,77,277,1,0,0,,0,111,0.11,0,610,11.65,1,26,2.7,72,2,0.4,8,10188,66,340,139,44,152,86,100.0,825584,6.0,173,False,Mac Allister,,1,4.0,1,0.82,0.12,79.0,2.7,129,1.6,0.74,3,111927,2.2,0.08,100.0,,0,2.2,13,85,0,19.2,8,49,,1.18,-1,a,173,0.15,0.01,106.6,1.18,0
305,Joel Matip,49,DEF,Liverpool,,1.29,1,0.0,0,4552,91,92,195,0,0,0,,0,280,0.02,0,508,7.26,1,86,1.7,221,2,0.2,6,1497,78,244,138,26,234,78,,29612,20.0,237,False,Matip,,1,0.5,0,0.51,0.09,18.9,1.7,67,2.2,0.09,0,43572,2.7,0.42,,,0,1.2,13,224,0,14.6,6,54,,1.06,-1,a,72,0.18,0.07,107.2,1.06,0
306,Nathaniel Phillips,40,DEF,Liverpool,2023-09-01T07:23:15.190757Z,0.0,0,0.0,0,0,0,172,484,0,0,0,,0,461,0.0,0,0,0.00,0,139,0.0,631,0,0.0,0,278,152,435,477,175,432,175,0.0,15389,0.0,482,False,Phillips,,0,0.1,0,0.00,0.0,0.0,0.0,173,0.0,0.00,0,2433,0.0,0.00,0.0,Loaned to Celtic - expected back January,0,0.0,0,370,0,0.0,0,175,,0.0,0,u,158,0.0,0.0,0.0,0.0,0
307,Andrew Robertson,66,DEF,Liverpool,2023-10-13T09:30:09.199189Z,1.42,0,0.0,3,15817,167,3,120,0,0,0,1.0,1,8,0.12,0,720,11.37,-1,23,2.0,44,1,0.5,8,23046,26,164,34,3,75,2,50.0,270806,46.0,26,False,Robertson,,1,6.7,0,1.46,0.18,284.3,4.0,40,3.2,0.99,1,465270,3.9,0.47,,Shoulder injury - 50% chance of playing,0,3.5,26,61,0,52.7,9,9,,1.12,1,d,32,0.12,0.06,196.2,1.0,1
308,Mohamed Salah,126,MID,Liverpool,,1.37,0,0.0,8,169750,192,12,4,0,0,0,,5,17,0.37,0,684,10.42,-1,4,9.5,2,15,0.7,8,7551,1,2,3,1,3,1,,929093,367.0,1,True,Salah,,1,35.0,4,8.05,1.06,228.9,9.5,3,7.4,2.81,1,1614648,4.7,5.24,,,0,9.0,59,6,1,89.2,8,1,2.0,1.05,1,a,1,0.13,0.69,295.4,1.05,1
309,Dominik Szoboszlai,70,MID,Liverpool,,1.42,0,0.0,2,18559,161,8,91,0,0,0,2.0,1,12,0.2,0,720,11.37,0,20,3.0,31,4,0.4,8,14152,55,88,85,18,130,21,,299083,91.0,30,False,Szoboszlai,2.0,1,5.5,2,2.12,0.27,247.8,3.0,38,3.6,1.59,1,408431,4.1,0.53,,,0,2.5,29,72,0,48.6,9,31,,1.12,0,a,54,0.12,0.07,147.8,1.0,0
310,Thiago Alcántara do Nascimento,48,MID,Liverpool,2023-08-25T09:30:07.201442Z,0.0,0,0.0,0,31,0,267,665,0,0,0,,0,657,0.0,0,0,0.00,2,128,0.0,292,0,0.0,0,213,254,651,660,191,641,270,0.0,18201,0.0,665,False,Thiago,,0,0.1,0,0.00,0.0,0.0,0.0,269,0.0,0.00,0,1906,0.0,0.00,0.0,Lack of match fitness - Unknown return date,0,0.0,0,403,0,0.0,0,266,,0.0,-2,i,266,0.0,0.0,0.0,0.0,0
311,Konstantinos Tsimikas,44,DEF,Liverpool,,6.3,0,0.0,0,2601,3,149,353,0,0,0,4.0,0,400,0.0,0,4,0.28,1,142,0.5,519,0,0.0,0,302,211,536,427,124,531,152,,7022,0.0,429,False,Tsimikas,,0,0.1,0,0.00,0.0,0.3,0.5,127,1.0,0.00,0,4894,0.2,0.00,,,0,0.0,1,378,0,0.1,0,154,,0.0,-1,a,215,0.0,0.0,0.2,0.0,0
312,Sepp van den Berg,40,DEF,Liverpool,2023-07-17T06:21:35.145355Z,0.0,0,0.0,0,0,0,187,509,0,0,0,,0,485,0.0,0,0,0.00,0,209,0.0,662,0,0.0,0,33,168,461,501,197,457,190,0.0,1935,0.0,506,False,Van den Berg,,0,0.0,0,0.00,0.0,0.0,0.0,189,0.0,0.00,0,0,0.0,0.00,0.0,Season long loan to Mainz 05,0,0.0,0,594,0,0.0,0,190,,0.0,0,u,175,0.0,0.0,0.0,0.0,0
313,Virgil van Dijk,60,DEF,Liverpool,2023-09-08T16:30:07.707555Z,2.18,0,0.0,2,16936,92,50,202,1,0,0,,0,194,0.05,0,477,11.55,0,20,3.3,62,1,0.5,6,10135,37,145,48,4,111,28,100.0,569779,53.0,107,False,Virgil,3.0,0,6.8,2,0.81,0.16,44.7,3.3,68,2.2,0.25,1,239469,2.2,0.56,100.0,,0,2.8,13,57,0,27.3,8,14,,1.51,0,a,25,0.0,0.11,175.0,1.13,0
626,Jarell Quansah,40,DEF,Liverpool,,0.78,0,0.0,0,530,27,139,307,0,0,0,,0,376,0.01,0,114,0.99,0,152,1.0,660,0,0.1,1,398,102,459,303,195,303,130,,5329,0.0,365,False,Quansah,,0,0.1,0,0.01,0.01,2.1,1.0,104,1.3,0.01,0,9553,1.0,0.00,,,0,0.5,4,395,0,3.2,1,116,,0.79,0,a,173,0.0,0.0,29.6,0.79,0
627,Bobby Clark,45,MID,Liverpool,,0.0,0,0.0,0,41,0,253,644,0,0,0,,0,635,0.0,0,0,0.00,0,230,0.5,444,0,0.0,0,55,237,627,639,249,615,256,,1261,0.0,644,False,Clark,,0,0.0,0,0.00,0.0,0.0,0.5,256,0.0,0.00,0,892,0.0,0.00,,,0,0.0,0,596,0,0.0,0,252,,0.0,0,a,252,0.0,0.0,0.0,0.0,0
628,Ben Doak,44,MID,Liverpool,,0.97,0,0.0,0,161,3,194,361,0,0,0,,0,391,0.0,0,13,0.14,1,171,0.5,564,0,0.0,0,176,207,563,428,303,558,201,,4958,0.0,431,False,Doak,,0,0.1,0,0.00,0.0,0.8,0.5,162,1.0,0.00,0,4361,0.2,0.00,,,0,0.0,1,498,0,0.1,0,198,,0.0,-1,a,223,0.0,0.0,0.2,0.0,0
629,James McConnell,45,MID,Liverpool,,0.0,0,0.0,0,37,0,252,643,0,0,0,,0,634,0.0,0,0,0.00,0,248,0.5,443,0,0.0,0,41,236,626,638,248,614,255,,981,0.0,643,False,McConnell,,0,0.0,0,0.00,0.0,0.0,0.5,255,0.0,0.00,0,593,0.0,0.00,,,0,0.0,0,627,0,0.0,0,251,,0.0,0,a,251,0.0,0.0,0.0,0.0,0
668,Wataru Endo,55,MID,Liverpool,,2.56,0,0.0,0,214,18,184,402,0,0,0,,0,368,0.01,0,106,3.02,0,162,1.0,101,0,0.1,1,329,156,709,357,63,336,189,,5107,0.0,407,False,Endo,,0,0.1,0,0.01,0.01,2.9,1.0,191,1.0,0.01,0,6366,0.9,0.00,,,0,0.5,5,478,0,1.7,2,156,,1.7,0,a,305,0.0,0.0,14.4,0.85,0
708,Ryan Gravenberch,50,MID,Liverpool,,2.43,0,0.0,0,1673,8,183,395,0,0,0,,0,367,0.01,0,69,1.86,0,146,1.5,204,1,0.2,0,646,117,195,354,129,253,154,,3499,36.0,333,False,Gravenberch,,0,0.1,0,0.79,1.03,2.9,1.5,186,1.0,0.01,0,10079,0.8,0.78,,,0,1.0,4,445,0,5.3,2,153,,2.61,0,a,106,0.0,1.02,14.6,0.0,0
726,Luke Chambers,40,DEF,Liverpool,,0.0,0,0.0,0,107,0,191,517,0,0,0,,0,493,0.0,0,0,0.00,0,234,1.7,670,0,0.0,0,15,172,469,509,201,465,194,,15,0.0,514,False,Chambers,,0,0.0,0,0.00,0.0,0.0,1.7,193,0.0,0.00,0,107,0.0,0.00,,,0,0.0,0,716,0,0.0,0,194,,0.0,0,a,179,0.0,0.0,0.0,0.0,0
21,Albert Sambi Lokonga,49,MID,Luton,2023-09-27T09:00:08.013871Z,0.74,0,0.0,0,4,11,160,294,0,0,0,4.0,0,308,0.01,0,130,1.07,1,240,0.0,273,0,0.1,2,63,140,298,404,178,299,175,0.0,1801,11.0,379,False,Sambi,,0,0.0,0,0.07,0.05,13.9,0.0,135,1.5,0.01,0,939,0.6,0.06,0.0,Hamstring injury - Expected back 25 Nov,0,0.6,3,611,0,2.9,2,185,,1.38,-1,i,154,0.0,0.04,4.2,1.38,0
52,Marvelous Nakamba,44,MID,Luton,,1.84,0,0.0,0,4785,96,65,268,0,0,0,,0,89,0.06,0,720,14.75,1,50,1.3,507,2,0.4,8,3803,76,284,127,278,179,76,,104517,13.0,141,False,Nakamba,,0,1.2,0,0.61,0.08,95.1,1.3,125,1.6,0.45,3,100882,3.0,0.16,,,0,1.8,13,152,0,22.4,15,43,,1.88,-1,a,146,0.0,0.02,115.0,1.0,0
314,Elijah Adebayo,48,FWD,Luton,,1.69,0,0.0,2,1906,39,22,194,0,0,0,,1,161,0.05,0,328,6.16,2,38,1.9,304,2,0.5,4,1672,21,127,258,59,131,32,,72130,62.0,208,False,Adebayo,,0,0.6,0,0.69,0.19,56.5,1.9,29,2.2,0.19,0,25034,3.8,0.50,,,0,2.4,18,211,0,16.9,6,29,2.0,1.65,-2,a,34,0.0,0.14,49.8,1.1,0
315,Mads Juel Andersen,40,DEF,Luton,2023-10-07T21:00:07.970294Z,1.72,0,0.0,1,1077,68,141,189,0,0,0,,1,379,0.0,0,371,7.07,0,50,0.2,635,1,0.2,4,8191,87,219,131,178,266,80,75.0,95440,27.0,242,False,Andersen,,0,1.8,0,0.26,0.06,1.8,0.3,65,2.2,0.00,1,197599,3.2,0.26,,Hamstring injury - 75% chance of playing,0,0.8,13,127,0,14.3,6,51,,1.46,0,d,61,0.0,0.06,113.2,0.97,0
316,Amari'i Bell,40,DEF,Luton,2023-10-03T22:30:08.429028Z,1.89,0,0.0,0,116,68,95,306,0,0,0,,0,288,0.01,0,560,11.75,0,30,0.0,625,0,0.4,7,29679,72,204,144,170,221,74,0.0,426698,33.0,223,False,Bell,,0,4.7,0,0.44,0.07,16.8,0.0,103,1.3,0.07,0,100786,2.2,0.37,0.0,Hamstring injury - Unknown return date,0,1.4,9,78,0,15.3,12,56,,1.93,0,i,53,0.0,0.06,104.4,1.12,0
317,Luke Berry,48,MID,Luton,,4.22,0,0.0,0,23,6,268,377,0,0,0,,0,658,0.0,0,26,1.22,2,196,-0.3,293,1,0.0,0,90,163,378,661,192,362,199,,4928,2.0,427,False,Berry,,0,0.0,0,0.00,0.0,0.0,-0.3,171,1.0,0.00,0,839,0.4,0.00,,,0,0.2,2,537,0,0.2,1,267,,3.46,-2,a,188,0.0,0.0,0.0,0.0,0
318,Reece Burke,40,DEF,Luton,2023-08-04T11:00:04.302248Z,1.64,0,0.0,0,2586,73,38,260,0,0,0,,0,155,0.03,0,541,9.85,0,131,1.5,624,2,0.5,6,554,50,149,118,169,156,34,100.0,6232,51.0,135,False,Burke,,0,0.2,1,0.54,0.09,59.5,1.5,83,1.7,0.17,1,17247,3.0,0.37,100.0,,0,2.0,12,343,0,23.1,11,46,,1.83,0,a,26,0.0,0.06,120.4,1.0,0
319,Allan Campbell,49,MID,Luton,2023-09-01T15:34:04.323217Z,0.0,0,0.0,0,0,0,279,677,0,0,0,,0,674,0.0,0,0,0.00,1,243,0.0,247,0,0.0,0,42,270,668,675,163,661,280,0.0,3538,0.0,677,False,Campbell,,0,0.0,0,0.00,0.0,0.0,0.0,279,0.0,0.00,0,182,0.0,0.00,0.0,Season-long loan to Millwall,0,0.0,0,617,0,0.0,0,279,,0.0,-1,u,277,0.0,0.0,0.0,0.0,0
320,Jordan Clark,49,MID,Luton,2023-08-06T23:30:05.803333Z,0.0,0,0.0,0,6,0,276,674,0,0,0,,0,670,0.0,0,0,0.00,1,283,0.0,231,0,0.0,0,21,266,663,672,151,656,277,0.0,1288,0.0,674,False,Clark,,0,0.0,0,0.00,0.0,0.0,0.0,276,0.0,0.00,0,454,0.0,0.00,0.0,Ankle injury - Expected back 25 Nov,0,0.0,0,688,0,0.0,0,276,,0.0,-1,i,273,0.0,0.0,0.0,0.0,0
321,Alfie Doughty,44,DEF,Luton,2023-09-02T17:00:07.683278Z,1.99,0,0.0,4,2351,87,2,191,0,0,0,1.0,0,4,0.26,0,472,10.42,1,115,2.5,541,2,0.7,5,935,30,142,142,133,89,4,100.0,13554,55.0,33,False,Doughty,2.0,0,0.2,1,1.67,0.32,305.6,2.5,66,2.2,1.38,0,19502,4.1,0.29,100.0,,0,3.0,18,302,0,46.5,10,55,,1.91,-1,a,24,0.0,0.06,105.0,0.95,0
322,Luke Freeman,49,MID,Luton,2023-08-25T08:38:56.197815Z,0.0,0,0.0,0,0,0,273,671,0,0,0,,0,667,0.0,0,0,0.00,1,269,0.0,218,0,0.0,0,11,262,660,669,140,652,274,0.0,1794,0.0,671,False,Freeman,,0,0.0,0,0.00,0.0,0.0,0.0,273,0.0,0.00,0,59,0.0,0.00,0.0,Released,0,0.0,0,663,0,0.0,0,273,,0.0,-1,u,270,0.0,0.0,0.0,0.0,0
323,Matt Macey,40,GKP,Luton,2023-09-03T20:04:04.658822Z,0.0,0,0.0,0,0,0,30,470,0,0,0,,0,447,0.0,0,0,0.00,0,36,0.0,615,0,0.0,0,812,45,421,463,45,418,46,0.0,31452,0.0,468,False,Macey,,0,0.3,0,0.00,0.0,0.0,0.0,46,0.0,0.00,0,1324,0.0,0.00,0.0,Released from contract,0,0.0,0,264,0,0.0,0,46,,0.0,0,u,25,0.0,0.0,0.0,0.0,0
324,John McAtee,45,FWD,Luton,2023-08-28T08:17:07.837499Z,0.0,0,0.0,0,0,0,66,621,0,0,0,,0,610,0.0,0,0,0.00,0,29,0.0,407,0,0.0,0,2619,63,600,613,69,587,64,0.0,199643,0.0,618,False,McAtee,,0,0.8,0,0.00,0.0,0.0,0.0,67,0.0,0.00,0,7174,0.0,0.00,0.0,Season-long loan to Barnsley,0,0.0,0,183,0,0.0,0,63,,0.0,0,u,64,0.0,0.0,0.0,0.0,0
325,Carlos Mendes Gomes,45,MID,Luton,2023-07-26T11:29:40.140241Z,0.0,0,0.0,0,0,0,242,628,0,0,0,,0,617,0.0,0,0,0.00,0,274,0.0,420,0,0.0,0,15,224,608,620,236,594,245,0.0,1310,0.0,625,False,Mendes,,0,0.0,0,0.00,0.0,0.0,0.0,246,0.0,0.00,0,0,0.0,0.00,0.0,Permanent transfer to Bolton Wanderers,0,0.0,0,671,0,0.0,0,241,,0.0,0,u,241,0.0,0.0,0.0,0.0,0
326,Carlton Morris,56,FWD,Luton,,1.9,0,0.0,7,20489,110,9,41,0,0,0,,3,105,0.07,0,690,14.57,-1,10,3.9,88,1,0.8,8,35504,4,17,94,28,48,8,,399597,241.0,34,False,Morris,,0,6.9,1,3.92,0.51,83.4,3.9,9,4.6,0.57,1,950038,6.6,3.35,,,0,4.4,37,56,0,46.4,15,13,1.0,1.96,1,a,7,0.0,0.44,141.0,1.04,2
327,Admiral Muskwe,45,FWD,Luton,2023-09-01T14:47:17.297340Z,0.0,0,0.0,0,0,0,61,607,0,0,0,,0,595,0.0,0,0,0.00,0,63,0.0,370,0,0.0,0,251,58,583,599,64,573,59,0.0,15484,0.0,603,False,Muskwe,,0,0.1,0,0.00,0.0,0.0,0.0,62,0.0,0.00,0,1383,0.0,0.00,0.0,Season-long loan to Exeter City,0,0.0,0,417,0,0.0,0,58,,0.0,0,u,59,0.0,0.0,0.0,0.0,0
328,Chiedozie Ogbene,49,FWD,Luton,,1.87,0,0.0,0,232,50,13,293,0,0,0,,0,121,0.21,0,415,8.61,1,61,1.3,263,2,0.4,4,286,29,114,287,53,186,28,,10168,70.0,187,False,Ogbene,,0,0.1,0,1.41,0.31,73.8,1.3,39,1.5,0.97,0,4095,2.4,0.44,,,0,1.8,12,391,0,18.1,8,35,,1.73,-1,a,33,0.0,0.1,36.8,0.87,0
329,Fred Onyedinma,50,MID,Luton,2023-07-31T07:05:08.472622Z,0.0,0,0.0,0,0,0,292,694,0,0,0,,0,692,0.0,0,0,0.00,0,308,0.0,182,0,0.0,0,1,285,687,694,111,680,293,0.0,191,0.0,694,False,Onyedinma,,0,0.0,0,0.00,0.0,0.0,0.0,292,0.0,0.00,0,0,0.0,0.00,0.0,Season long loan to Rotherham,0,0.0,0,720,0,0.0,0,293,,0.0,0,u,290,0.0,0.0,0.0,0.0,0
330,Gabriel Osho,44,DEF,Luton,2023-08-04T11:00:04.319102Z,0.0,0,0.0,0,1,0,218,566,0,0,0,,0,547,0.0,0,0,0.00,1,222,-0.2,512,0,0.0,0,49,208,531,558,120,526,219,50.0,1517,0.0,562,False,Osho,,0,0.0,0,0.00,0.0,0.0,0.0,219,0.0,0.00,0,601,0.0,0.00,0.0,Knee injury - 50% chance of playing,0,0.0,0,654,0,0.0,0,220,,0.0,-1,d,212,0.0,0.0,0.0,0.0,0
331,Aribim Pepple,45,FWD,Luton,2023-08-21T08:33:51.407917Z,0.0,0,0.0,0,0,0,73,641,0,0,0,,0,632,0.0,0,0,0.00,0,64,0.0,440,0,0.0,0,214,71,624,636,79,612,72,0.0,14674,0.0,641,False,Pepple,,0,0.1,0,0.00,0.0,0.0,0.0,73,0.0,0.00,0,838,0.0,0.00,0.0,Season long loan to Bromley,0,0.0,0,433,0,0.0,0,71,,0.0,0,u,72,0.0,0.0,0.0,0.0,0
332,Dion Pereira,44,MID,Luton,2023-09-01T14:46:43.900668Z,0.0,0,0.0,0,0,0,216,582,0,0,0,,0,563,0.0,0,0,0.00,1,151,0.0,539,0,0.0,0,184,197,549,574,288,545,219,0.0,15002,0.0,578,False,Pereira,,0,0.1,0,0.00,0.0,0.0,0.0,220,0.0,0.00,0,1744,0.0,0.00,0.0,Season-long loan to Sutton United,0,0.0,0,453,0,0.0,0,215,,0.0,-1,u,213,0.0,0.0,0.0,0.0,0
333,Dan Potts,39,DEF,Luton,2023-08-06T23:30:05.828555Z,0.0,0,0.0,0,206,0,155,445,0,0,0,,0,419,0.0,0,0,0.00,1,184,0.0,707,0,0.0,0,201,135,392,438,225,391,158,0.0,5455,0.0,442,False,Potts,,0,0.1,0,0.00,0.0,0.0,0.0,157,0.0,0.00,0,2341,0.0,0.00,0.0,Ankle injury - Expected back 25 Nov,0,0.0,0,482,0,0.0,0,159,,0.0,-1,i,140,0.0,0.0,0.0,0.0,0
334,Glen Rea,44,MID,Luton,2023-09-03T20:07:55.555731Z,0.0,0,0.0,0,0,0,209,561,0,0,0,,0,542,0.0,0,0,0.00,1,206,0.0,500,0,0.0,0,78,190,526,553,276,520,212,0.0,4417,0.0,557,False,Rea,,0,0.0,0,0.00,0.0,0.0,0.0,213,0.0,0.00,0,883,0.0,0.00,0.0,Released from contract,0,0.0,0,553,0,0.0,0,208,,0.0,-1,u,205,0.0,0.0,0.0,0.0,0
